0,668444,2
1,668140,2
2,676260,2
3,681806,2
4,682019,2
5,687491,2
6,691517,2
7,690754,2
8,700818,2
9,706712,2
10,714341,2
11,714592,2
12,710992,2
13,708188,2
14,710410,2
15,709638,2
16,705365,2
17,703727,2
18,703054,2
19,699560,2
20,703129,2
21,691038,2
22,670603,2
23,655864,2
24,660636,2
25,653379,2
26,665169,2
27,682521,2
28,688061,2
29,686773,2
30,690773,2
31,701502,2
32,705347,2
33,712338,2
34,714048,2
35,722391,2
36,727854,2
37,729915,2
38,732703,2
39,733927,2
40,730375,2
41,728437,2
42,717998,2
43,719155,2
44,711601,2
45,714596,2
46,699289,2
47,704806,2
48,694986,2
49,695727,2
50,697513,2
51,702641,2
52,708759,2
53,709821,2
54,712770,2
55,711616,2
56,704177,2
57,695105,2
58,691040,2
59,689712,2
60,693501,2
61,691691,2
62,692804,2
63,695464,2
64,698134,2
65,697585,2
66,704317,2
67,703307,2
68,702362,2
69,718143,2
70,734353,2
71,751879,2
72,768197,2
73,787711,2
74,794870,2
75,809585,2
76,838849,2
77,849697,2
78,851005,2
79,856005,2
80,861452,2
81,890367,2
82,901468,2
83,888488,2
84,893230,2
85,887672,2
86,903330,2
87,908403,2
88,893045,2
89,875776,2
90,886981,2
91,887268,2
92,878226,2
93,888917,2
94,879519,2
95,875412,2
96,877468,2
97,877761,2
98,883992,2
99,871030,2
100,844751,2
101,835867,2
102,846265,2
103,853171,2
104,852740,2
105,848380,2
106,845725,2
107,839276,2
108,830641,2
109,815889,2
110,786023,2
111,768448,2
112,754976,2
113,743509,2
114,738153,2
115,735859,2
116,732941,2
117,734068,2
118,731816,2
119,734268,2
120,729289,2
121,718165,2
122,720072,2
123,722383,2
124,717908,2
125,718158,2
126,715234,2
127,710327,2
128,706201,2
129,710022,2
130,707837,2
131,713448,2
132,713759,2
133,712968,2
134,716821,2
135,715236,2
136,717618,2
137,719505,2
138,721222,2
139,722087,2
140,725424,2
141,722794,2
142,727688,2
143,730838,2
144,736641,2
145,743011,2
146,742448,2
147,749432,2
148,761932,2
149,782137,2
150,792939,2
151,795957,2
152,805517,2
153,820060,2
154,845546,2
155,867164,2
156,890276,2
157,899429,2
158,913621,2
159,907785,2
160,910096,2
161,905961,2
162,912175,2
163,903134,2
164,898812,2
165,908338,2
166,909012,2
167,893018,2
168,890835,2
169,891605,2
170,895130,2
171,887735,2
172,866789,2
173,860272,2
174,842794,2
175,838344,2
176,833492,2
177,841694,2
178,849317,2
179,854065,2
180,892961,2
181,834549,2
182,807488,2
183,753200,2
184,738260,2
185,730828,2
186,733060,2
187,754461,2
188,769401,2
189,774778,2
190,775499,2
191,770743,2
192,773550,2
193,778152,2
194,776490,2
195,769300,2
196,748885,2
197,720812,2
198,711596,2
199,706528,2
200,709740,2
201,713802,2
202,714761,2
203,715828,2
204,710950,2
205,711430,2
206,710546,2
207,695470,2
208,689253,2
209,689419,2
210,688033,2
211,684784,2
212,686762,2
213,686984,2
214,692045,2
215,694786,2
216,672629,2
217,663525,2
218,661769,2
219,655507,2
220,650961,2
221,655214,2
222,663440,2
223,685621,2
224,689855,2
225,705986,2
226,718253,2
227,719463,2
228,721677,2
229,726416,2
230,728910,2
231,736450,2
232,725917,2
233,723969,2
234,719727,2
235,704573,2
236,701406,2
237,696800,2
238,693029,2
239,696110,2
240,693446,2
241,697726,2
242,697637,2
243,700353,2
244,705691,2
245,718951,2
246,719562,2
247,718104,2
248,719727,2
249,715714,2
