0,682427,2
1,682390,2
2,682402,2
3,682665,2
4,682454,2
5,682285,2
6,685008,2
7,685748,2
8,686425,2
9,691049,2
10,690813,2
11,690278,2
12,689671,2
13,690230,2
14,690642,2
15,690960,2
16,691666,2
17,691875,2
18,691974,2
19,691863,2
20,691892,2
21,690391,2
22,689797,2
23,685553,2
24,684818,2
25,687838,2
26,686429,2
27,686375,2
28,685788,2
29,687669,2
30,688557,2
31,689981,2
32,690308,2
33,691624,2
34,690916,2
35,690335,2
36,689622,2
37,687430,2
38,688118,2
39,688765,2
40,692912,2
41,693095,2
42,693353,2
43,693684,2
44,692762,2
45,691510,2
46,690877,2
47,689500,2
48,685242,2
49,683940,2
50,683750,2
51,681770,2
52,682507,2
53,682304,2
54,681678,2
55,682936,2
56,684804,2
57,685466,2
58,686647,2
59,687980,2
60,687595,2
61,687016,2
62,687818,2
63,688170,2
64,688988,2
65,689569,2
66,690406,2
67,688872,2
68,687520,2
69,686441,2
70,684548,2
71,684257,2
72,683376,2
73,682846,2
74,683512,2
75,685635,2
76,686134,2
77,686055,2
78,686119,2
79,686327,2
80,685807,2
81,686669,2
82,686057,2
83,684635,2
84,683381,2
85,683131,2
86,683681,2
87,684033,2
88,684284,2
89,684312,2
90,684441,2
91,685947,2
92,682188,2
93,682282,2
94,682843,2
95,683181,2
96,683740,2
97,685383,2
98,685905,2
99,685533,2
100,685896,2
101,685706,2
102,685159,2
103,687890,2
104,687118,2
105,685883,2
106,684059,2
107,683353,2
108,682980,2
109,681842,2
110,681689,2
111,682026,2
112,683000,2
113,683855,2
114,685190,2
115,685383,2
116,685011,2
117,684191,2
118,684371,2
119,684122,2
120,683712,2
121,683424,2
122,684035,2
123,685274,2
124,683884,2
125,683824,2
126,682936,2
127,682807,2
128,683674,2
129,684134,2
130,684506,2
131,685105,2
132,684818,2
133,685451,2
134,684295,2
135,684365,2
136,685318,2
137,687681,2
138,687469,2
139,687100,2
140,686012,2
141,684413,2
142,683463,2
143,681250,2
144,680668,2
145,679663,2
146,679991,2
147,679416,2
148,679599,2
149,681743,2
150,682591,2
151,683378,2
152,683849,2
153,683295,2
154,682961,2
155,682854,2
156,681893,2
157,681562,2
158,683140,2
159,682869,2
160,682908,2
161,683096,2
162,683769,2
163,682738,2
164,682548,2
165,682226,2
166,682511,2
167,683861,2
168,684561,2
169,686891,2
170,687361,2
171,687329,2
172,687493,2
173,687551,2
174,688427,2
175,686626,2
176,687881,2
177,687636,2
178,685715,2
179,684403,2
180,683926,2
181,684030,2
182,681643,2
183,681827,2
184,681079,2
185,681696,2
186,682607,2
187,682577,2
188,683093,2
189,683234,2
190,682373,2
191,681601,2
192,680694,2
193,681505,2
194,681605,2
195,682671,2
196,682270,2
197,682382,2
198,681635,2
199,682216,2
200,682147,2
201,682453,2
202,682987,2
203,682799,2
204,683220,2
205,683275,2
206,685326,2
207,685985,2
208,685190,2
209,685352,2
210,687530,2
211,687337,2
212,686433,2
213,685957,2
214,685142,2
215,684222,2
216,682643,2
217,681990,2
218,680253,2
219,679347,2
220,679596,2
221,679819,2
222,681182,2
223,684798,2
224,685126,2
225,684819,2
226,684780,2
227,683754,2
228,682980,2
229,683086,2
230,682929,2
231,683580,2
232,683946,2
233,683745,2
234,683490,2
235,683405,2
236,683110,2
237,683051,2
238,682364,2
239,682097,2
240,682379,2
241,682134,2
242,685050,2
243,684707,2
244,684131,2
245,685568,2
246,685658,2
247,687887,2
248,687309,2
249,687216,2
